Edad,Genero,Rasgos,Mes,Hora,Ciudad,Estacion,Dia Festivo,Tipo de Refresco,Region de la Ciudad
43,1,4,4,12,7,1,1,9,3
12,1,2,3,17,20,0,1,13,3
21,1,2,9,13,55,1,0,13,0
33,1,3,4,20,62,0,1,13,0
60,0,0,5,14,61,0,0,20,0
12,0,2,10,20,19,1,0,0,3
55,0,4,5,13,34,0,0,20,0
55,1,5,10,8,52,1,1,0,0
51,1,4,4,10,64,1,1,11,2
12,0,2,10,20,31,0,0,20,3
51,0,1,2,17,54,0,0,7,0
36,1,3,9,12,26,0,0,1,3
16,1,2,6,9,55,0,0,20,0
11,0,1,0,20,63,1,1,17,0
12,1,0,8,22,12,1,0,13,0
66,0,1,1,17,4,1,0,12,0
33,0,3,9,13,66,1,1,3,0
17,1,5,6,10,45,1,1,9,1
60,1,1,7,14,61,0,0,16,0
37,0,2,7,17,4,1,1,18,0
11,0,1,10,15,54,1,0,17,0
52,0,0,10,13,28,1,1,3,3
32,1,3,11,20,31,1,1,10,3
52,1,5,6,9,31,1,1,13,3
66,1,4,0,11,44,0,0,9,0
28,1,1,4,8,43,1,0,0,0
61,0,4,11,12,63,1,0,17,0
48,1,5,10,8,0,1,1,18,3
12,1,5,7,22,44,0,0,3,0
53,1,5,1,10,21,1,0,1,3
32,0,1,9,12,0,0,1,14,3
38,1,0,11,17,9,1,1,0,3
49,0,3,8,9,64,0,0,13,2
29,1,5,10,17,64,1,0,6,2
20,0,5,1,18,7,1,0,10,3
28,0,3,8,10,21,1,1,4,3
20,1,4,5,10,1,1,1,2,3
28,0,0,3,18,17,1,0,20,0
34,1,5,9,11,2,0,1,4,3
19,1,1,6,17,56,0,1,20,3
46,0,2,10,22,67,0,0,3,0
61,0,0,10,22,4,0,1,9,0
58,0,3,4,16,64,1,0,15,2
57,1,4,4,13,42,1,1,13,0
18,1,3,7,13,23,0,0,13,3
28,1,1,5,8,11,0,0,17,3
59,1,3,9,18,49,1,0,6,2
51,0,5,7,13,66,1,1,7,0
39,0,1,2,19,11,0,0,3,3
59,1,3,8,16,52,1,0,20,0
62,0,5,1,9,44,0,1,3,0
53,0,5,6,14,47,1,0,0,0
54,1,3,6,20,21,1,0,9,3
70,1,3,6,13,0,1,1,20,3
14,0,3,7,15,30,0,1,10,2
52,1,5,6,14,59,0,0,16,0
70,1,4,4,21,8,0,1,19,0
36,0,3,2,20,58,1,0,3,0
30,0,5,2,20,54,1,1,18,0
35,0,4,2,10,39,1,0,13,0
41,1,5,0,10,22,0,0,9,0
68,1,1,9,16,61,0,0,4,0
41,1,2,9,12,30,1,0,10,2
49,0,1,5,21,13,1,0,3,2
47,0,5,1,21,7,1,1,3,3
16,1,1,9,11,19,0,1,3,3
55,0,2,8,8,45,0,1,9,1
13,1,0,1,16,25,1,0,17,0
19,0,0,0,9,51,1,0,3,3
44,1,0,4,11,48,0,0,18,1
24,1,2,5,10,36,1,1,20,0
42,1,1,4,19,18,0,1,11,0
30,0,0,0,17,52,1,1,8,0
61,1,4,5,10,44,1,0,17,0
44,0,3,1,13,32,1,1,20,0
33,1,2,4,9,2,1,1,17,3
56,1,5,6,21,52,1,1,0,0
28,1,1,5,21,14,0,1,18,3
67,1,4,0,22,19,1,0,12,3
18,0,5,1,16,35,1,1,13,0
26,1,1,6,12,4,1,0,4,0
16,1,5,11,21,55,0,0,17,0
19,0,4,3,21,22,1,1,16,0
49,0,4,11,14,43,1,1,19,0
30,1,3,4,19,7,0,0,7,3
46,0,2,9,15,63,1,0,20,0
32,0,4,5,19,32,1,0,9,0
11,0,5,11,22,48,1,0,9,1
13,1,1,2,22,35,0,1,10,0
63,0,5,7,9,49,0,1,12,2
10,1,0,8,10,4,1,0,10,0
56,1,3,5,21,19,0,0,4,3
29,0,3,0,12,52,1,0,20,0
68,1,2,5,20,26,1,0,0,3
53,1,0,6,14,57,1,1,6,0
28,0,0,11,12,38,1,1,20,2
17,1,4,5,14,10,1,0,6,3
38,1,3,11,9,9,0,0,11,3
31,1,3,9,15,7,0,0,20,3
65,0,0,6,20,57,1,1,15,0
70,1,2,9,15,17,0,0,13,0
68,1,5,11,18,34,0,1,16,0
44,1,1,2,18,64,1,1,13,2
63,1,2,0,13,3,1,1,16,0
67,0,1,5,22,2,0,0,7,3
21,0,3,2,22,27,1,0,20,0
37,1,3,2,10,36,0,1,10,0
54,0,0,7,17,48,0,1,5,1
68,0,0,1,9,66,1,0,0,0
30,0,2,5,18,9,1,1,4,3
37,1,1,11,13,2,1,0,9,3
36,0,4,11,12,47,0,1,4,0
33,1,4,10,11,12,0,0,15,0
67,1,0,5,14,20,0,0,20,3
20,0,5,2,11,26,1,0,20,3
30,0,5,6,8,31,1,1,17,3
60,0,3,5,19,49,1,1,16,2
43,1,4,5,22,12,0,0,8,0
37,1,0,5,10,8,0,1,14,0
41,1,0,11,11,14,0,0,16,3
44,0,5,1,22,48,1,0,11,1
70,1,2,5,17,6,1,0,13,3
53,1,1,2,9,59,0,0,2,0
35,1,0,5,15,65,0,0,6,3
40,1,0,11,20,15,1,0,3,3
66,0,2,4,20,30,0,1,13,2
47,0,4,5,11,36,0,1,20,0
33,0,2,3,12,2,0,1,8,3
47,0,4,8,18,41,0,0,1,3
17,1,5,2,17,10,1,1,0,3
11,0,2,8,17,41,1,1,3,3
62,1,0,7,10,64,0,0,19,2
25,0,1,10,8,69,1,0,15,2
61,1,4,10,17,63,1,0,12,0
11,0,2,6,12,1,1,1,17,3
13,0,2,7,18,63,0,0,1,0
33,1,1,4,19,13,1,0,3,2
64,1,1,8,12,19,0,1,5,3
51,0,3,10,14,66,0,1,13,0
41,0,3,1,15,2,1,1,12,3
14,0,4,0,18,14,1,0,10,3
40,0,3,9,12,64,1,1,11,2
37,0,5,10,22,45,0,1,14,1
38,1,2,0,11,60,0,1,20,0
35,0,1,4,10,27,0,0,1,0
42,0,0,0,18,24,0,1,19,0
13,1,2,11,10,31,0,0,13,3
18,0,4,3,17,24,1,0,20,0
63,0,3,4,9,16,1,0,1,0
17,0,5,3,22,23,1,1,13,3
23,0,4,6,8,44,0,1,1,0
54,0,4,10,11,22,0,1,8,0
61,0,2,9,10,7,0,1,2,3
60,1,2,1,12,33,0,0,0,0
54,1,2,3,16,32,0,0,7,0
39,1,1,9,10,19,1,0,5,3
12,1,3,8,16,7,1,0,1,3
28,1,4,8,21,53,0,1,13,0
54,0,3,8,12,28,1,1,14,3
69,0,5,8,18,36,1,0,18,0
48,0,1,6,11,25,0,0,3,0
25,0,3,5,12,4,0,0,6,0
12,1,2,0,18,22,0,1,1,0
65,0,2,7,20,34,0,0,6,0
37,1,1,6,13,26,0,1,15,3
43,0,5,7,20,33,1,1,0,0
34,1,2,10,21,62,1,1,15,0
59,1,3,9,8,33,1,0,8,0
38,1,1,7,18,15,1,0,6,3
12,0,2,6,18,47,1,0,17,0
23,1,4,0,14,25,0,0,9,0
34,1,1,4,18,61,1,0,7,0
23,0,1,0,12,3,1,1,1,0
63,1,1,4,20,66,0,1,11,0
52,1,0,5,12,23,1,0,16,3
37,1,1,7,12,20,0,1,0,3
53,0,2,7,9,45,0,1,12,1
27,1,4,3,17,42,1,1,5,0
25,0,0,7,21,65,0,0,18,3
39,0,3,0,14,33,0,0,16,0
52,1,5,3,16,49,1,1,14,2
48,0,1,8,11,24,0,1,8,0
36,1,0,5,10,46,1,0,3,2
17,0,2,6,22,60,0,0,9,0
16,0,5,10,20,13,1,0,3,2
66,0,4,0,16,19,0,0,15,3
41,1,1,4,13,45,0,0,4,1
10,0,1,2,21,8,0,0,9,0
11,1,1,0,12,62,1,0,17,0
56,0,3,11,13,16,1,0,9,0
68,0,4,2,15,37,1,0,7,0
15,1,2,3,10,14,1,1,0,3
36,0,1,2,18,33,1,1,3,0
35,1,5,7,13,11,0,1,3,3
67,0,0,7,14,2,1,1,3,3
31,0,3,4,13,2,1,0,1,3
43,1,4,3,17,44,0,1,9,0
58,1,0,4,21,32,1,0,6,0
21,0,4,8,9,25,0,1,11,0
41,0,5,2,12,22,0,0,17,0
50,0,4,6,11,42,0,1,12,0
54,1,5,6,16,34,1,1,17,0
70,1,4,2,8,11,1,1,13,3
68,0,4,7,8,67,0,0,3,0
27,1,0,10,20,35,0,0,15,0
40,0,5,3,20,14,1,0,7,3
50,0,4,10,18,15,0,1,15,3
62,1,1,8,17,53,1,0,20,0
31,0,4,3,18,46,0,0,7,2
33,0,4,0,22,5,1,0,20,0
48,1,3,4,17,5,0,0,3,0
70,0,2,8,20,25,1,1,15,0
28,0,2,4,14,37,1,1,11,0
59,1,4,1,18,39,0,1,18,0
42,1,5,9,14,14,0,0,20,3
38,1,4,0,15,67,1,0,9,0
18,0,5,5,8,66,1,0,6,0
16,1,3,2,16,24,0,0,20,0
14,0,2,2,22,4,0,0,13,0
41,0,3,11,9,7,0,0,3,3
11,0,3,0,20,41,1,0,17,3
48,0,4,7,13,45,1,0,20,1
45,0,2,4,15,14,0,1,10,3
47,1,0,11,8,50,1,0,7,3
59,0,0,4,21,15,0,0,5,3
45,1,1,2,20,17,0,0,20,0
45,0,0,1,20,64,1,1,12,2
46,0,1,7,20,30,0,0,20,2
36,0,0,7,13,39,0,0,0,0
48,1,3,8,9,16,1,0,11,0
14,0,0,9,21,20,1,1,0,3
27,1,4,11,12,57,0,1,18,0
65,1,2,2,17,36,0,1,8,0
47,0,4,1,16,59,1,0,1,0
51,0,3,0,13,54,1,0,0,0
45,0,2,5,10,36,0,0,9,0
69,0,2,8,13,29,1,1,4,3
51,1,2,4,10,10,0,0,1,3
29,1,5,4,12,61,1,0,18,0
43,0,0,6,10,61,0,0,15,0
32,1,4,5,19,23,0,1,0,3
27,1,5,2,18,51,1,1,9,3
30,0,4,8,8,33,0,1,2,0
14,0,5,3,10,65,0,1,20,3
68,0,5,7,8,46,1,1,0,2
25,1,1,7,22,11,0,0,16,3
44,1,0,8,15,18,0,1,0,0
37,1,1,6,9,10,0,1,9,3
29,1,4,9,20,23,1,0,17,3
70,0,5,8,20,34,0,0,13,0
46,1,4,4,9,14,1,0,3,3
26,1,4,0,8,30,1,0,3,2
17,1,1,9,12,20,1,1,17,3
39,1,5,5,22,53,1,1,4,0
12,1,1,4,16,19,0,1,9,3
61,0,0,8,13,24,0,0,9,0
48,0,5,5,21,48,0,1,14,1
25,0,5,5,11,8,1,1,12,0
62,0,4,6,20,36,0,1,5,0
54,0,2,3,16,26,0,1,1,3
60,0,2,10,17,25,0,1,10,0
69,1,0,3,15,37,0,0,20,0
22,1,5,9,10,66,0,1,1,0
66,1,1,11,13,9,0,1,2,3
49,1,5,9,15,52,1,0,9,0
47,0,0,9,9,45,0,1,3,1
42,0,5,4,21,30,1,1,6,2
47,0,0,5,17,36,1,1,20,0
54,1,1,3,12,54,0,0,6,0
11,1,2,11,21,16,1,1,3,0
43,1,5,5,11,43,0,1,20,0
18,0,3,10,15,40,1,0,3,0
48,1,2,8,12,41,1,1,19,3
43,1,5,10,16,6,1,1,1,3
68,0,5,10,20,13,0,1,16,2
61,0,3,3,10,64,1,0,5,2
66,0,4,11,10,65,1,0,5,3
19,1,1,1,17,55,1,0,9,0
67,0,4,2,14,20,1,1,10,3
57,0,2,7,12,13,1,1,19,2
20,1,5,3,8,44,0,1,10,0
34,1,3,8,9,2,0,1,9,3
13,1,1,5,22,29,0,0,0,3
47,0,3,6,14,49,0,0,7,2
70,0,2,11,20,29,0,0,3,3
43,1,3,6,18,11,1,1,19,3
44,0,4,9,9,35,1,0,1,0
46,1,2,1,15,13,1,1,5,2
50,1,4,6,14,13,0,0,20,2
70,0,0,5,8,34,1,1,9,0
42,0,1,6,20,23,0,0,19,3
66,0,0,4,17,32,1,0,2,0
15,1,2,4,10,42,0,0,20,0
17,0,4,3,17,25,1,1,10,0
18,1,0,0,11,60,0,1,0,0
68,0,2,0,22,24,0,0,0,0
53,1,4,1,15,56,0,1,13,3
50,0,4,9,13,31,0,0,6,3
14,0,0,0,8,59,1,0,6,0
40,1,2,5,11,31,1,1,9,3
64,1,3,1,10,16,1,1,14,0
53,0,0,9,16,63,1,1,7,0
54,0,1,10,22,58,0,1,5,0
29,1,4,8,18,41,1,1,7,3
40,1,4,9,11,45,1,1,8,1
31,1,3,4,21,22,1,1,5,0
62,1,2,6,12,6,0,1,9,3
35,1,4,11,14,25,1,1,0,0
18,0,4,11,19,24,1,0,17,0
53,0,2,11,22,60,1,1,4,0
18,1,4,6,17,41,0,0,1,3
67,1,2,2,12,46,1,1,5,2
34,1,1,4,13,2,1,0,17,3
48,0,2,11,10,42,1,0,9,0
50,0,3,4,11,64,0,1,10,2
14,1,1,6,21,25,1,1,7,0
21,0,2,3,19,56,0,1,20,3
17,1,5,2,11,69,1,1,6,2
65,0,2,0,21,29,1,0,10,3
13,1,4,11,13,3,1,1,6,0
61,0,0,6,19,63,1,0,4,0
66,0,2,11,22,67,1,1,8,0
15,1,5,5,15,48,1,0,1,1
11,0,3,4,22,23,1,1,17,3
70,1,4,8,19,55,1,1,6,0
46,0,1,1,12,66,1,0,20,0
61,0,1,8,16,32,0,0,1,0
67,1,2,9,14,15,0,0,3,3
48,1,0,1,21,0,1,0,6,3
40,1,1,9,18,64,1,1,13,2
14,0,1,2,10,1,1,0,13,3
38,1,1,9,14,36,0,0,9,0
32,0,1,10,21,48,0,0,2,1
56,0,0,8,17,59,0,0,13,0
50,1,1,5,8,62,1,0,3,0
23,0,1,7,16,29,0,1,8,3
62,0,5,6,18,66,1,1,18,0
37,0,0,7,12,52,0,1,11,0
36,0,5,2,9,27,0,1,6,0
19,0,1,2,17,13,1,0,19,2
57,0,4,2,21,45,1,1,10,1
41,0,5,1,21,33,0,0,7,0
53,0,0,4,16,3,0,0,7,0
33,0,3,6,21,51,1,1,1,3
64,1,3,3,9,64,0,0,11,2
42,0,3,1,20,44,0,0,1,0
14,1,4,7,22,47,1,1,3,0
57,1,5,7,16,41,0,1,20,3
68,1,2,11,15,45,1,0,12,1
42,0,2,10,12,30,1,0,9,2
48,1,3,11,16,30,0,0,10,2
18,0,3,4,10,48,0,0,10,1
54,1,2,2,9,27,1,1,14,0
31,0,3,3,14,29,0,0,9,3
44,1,4,1,8,45,0,0,13,1
54,1,4,11,18,20,1,0,13,3
17,1,2,8,22,30,0,0,3,2
20,0,1,7,8,46,1,0,1,2
58,1,5,0,8,14,1,0,3,3
50,1,0,0,10,56,1,0,19,3
33,1,5,5,17,17,1,1,8,0
50,0,1,6,20,55,0,0,9,0
59,1,2,9,12,33,0,1,1,0
16,1,5,4,12,23,1,1,3,3
46,0,5,0,13,35,0,1,1,0
39,1,4,0,8,13,0,1,20,2
21,1,0,9,20,45,1,1,20,1
55,0,1,5,18,39,0,1,1,0
64,1,5,9,20,5,0,1,17,0
48,0,3,6,15,49,0,1,20,2
64,1,0,9,20,62,1,0,7,0
61,1,2,4,16,39,0,0,1,0
40,1,4,3,22,65,0,0,16,3
11,0,1,5,14,3,1,1,17,0
50,1,3,6,21,38,0,1,10,2
55,0,2,6,19,5,1,1,10,0
57,0,3,0,22,5,0,1,16,0
19,1,5,11,18,11,1,1,19,3
49,1,5,7,21,46,1,1,12,2
67,0,4,2,15,56,1,0,4,3
37,0,3,6,15,17,1,0,3,0
69,1,2,10,11,27,0,0,20,0
46,1,5,10,19,14,1,0,11,3
66,0,2,3,15,47,1,1,10,0
67,0,4,7,16,27,1,1,13,0
15,1,5,4,15,64,1,0,17,2
64,1,0,3,15,64,0,0,16,2
45,0,5,3,21,19,0,0,9,3
66,0,4,1,17,58,0,1,20,0
14,0,1,4,21,33,1,0,13,0
33,1,2,4,13,15,1,0,1,3
27,0,5,8,16,21,0,1,10,3
60,0,0,1,22,11,1,1,11,3
26,0,1,3,10,16,0,0,7,0
24,0,1,4,17,25,1,0,10,0
18,1,1,9,14,49,1,0,20,2
42,1,4,2,18,33,1,0,3,0
32,0,1,1,18,8,0,1,7,0
52,0,1,6,12,51,0,0,10,3
45,1,2,7,11,33,1,0,17,0
21,1,2,5,11,58,1,0,9,0
13,0,2,7,22,45,1,0,9,1
35,1,2,11,15,33,1,1,13,0
26,0,2,9,19,60,0,1,5,0
34,0,3,8,12,27,1,1,10,0
27,0,1,3,14,54,1,1,12,0
57,0,2,0,10,53,0,0,19,0
32,0,1,10,15,45,0,1,2,1
37,0,4,0,20,18,0,0,7,0
15,1,3,2,21,3,1,0,1,0
50,1,3,10,9,10,0,0,12,3
60,1,1,2,18,0,1,1,2,3
38,0,3,1,21,2,0,1,17,3
51,0,0,3,18,55,0,0,13,0
70,0,5,4,15,20,1,1,8,3
34,0,5,0,12,64,1,1,2,2
41,1,2,0,11,57,1,1,20,0
46,1,1,0,9,1,1,1,19,3
43,0,0,5,10,9,0,0,14,3
67,0,5,0,11,49,1,1,10,2
39,1,0,2,21,38,0,1,3,2
21,0,4,11,17,51,0,0,17,3
54,1,2,8,21,1,0,1,10,3
31,0,3,7,14,26,1,0,7,3
63,0,2,0,12,30,0,0,20,2
31,0,3,7,17,67,1,0,18,0
12,0,4,3,22,13,0,0,1,2
35,1,5,1,8,33,0,1,4,0
39,1,5,2,13,65,1,1,3,3
62,0,2,4,19,67,1,1,17,0
55,0,4,10,15,69,0,1,16,2
56,1,3,6,22,8,1,1,6,0
48,1,2,1,18,12,0,1,14,0
42,0,1,9,17,31,0,0,12,3
35,1,1,11,14,28,0,0,18,3
29,0,0,3,10,45,1,0,20,1
22,1,5,11,15,13,1,0,9,2
43,1,4,5,12,23,0,0,7,3
32,1,0,10,20,6,0,0,1,3
38,1,0,9,22,41,1,0,18,3
66,0,2,6,11,55,0,1,0,0
24,1,2,3,11,47,1,1,5,0
10,1,0,2,17,44,0,0,13,0
27,0,2,0,14,20,0,0,15,3
18,0,4,4,18,58,1,0,0,0
27,1,0,9,12,42,0,0,3,0
24,0,3,3,14,37,0,1,17,0
69,0,1,6,17,31,1,1,3,3
67,1,3,1,15,18,0,1,19,0
30,1,5,11,19,32,0,0,20,0
54,1,3,1,16,32,1,0,10,0
12,1,0,4,18,46,1,1,3,2
12,1,1,9,11,53,0,0,0,0
49,0,4,11,12,29,1,0,2,3
51,0,0,4,22,21,0,0,10,3
63,1,1,7,15,36,0,0,7,0
24,0,3,0,18,17,0,1,20,0
40,1,0,3,12,33,1,0,4,0
30,0,3,9,21,40,1,1,4,0
50,0,4,1,16,18,0,0,4,0
48,0,3,1,22,65,0,1,0,3
62,1,5,0,22,33,1,1,20,0
28,1,2,6,13,28,0,0,13,3
67,0,5,11,14,54,0,0,3,0
31,1,3,9,10,31,1,0,7,3
67,0,4,6,22,24,0,1,10,0
40,0,2,7,13,5,1,0,3,0
33,0,1,1,14,9,0,0,16,3
32,0,0,0,14,35,0,0,3,0
56,0,0,9,12,30,1,1,5,2
16,1,3,11,13,12,0,1,1,0
42,0,0,4,18,12,1,1,5,0
68,1,2,9,9,13,0,1,13,2
23,0,4,9,20,27,1,0,0,0
30,1,1,3,13,52,1,0,7,0
70,0,4,11,8,65,1,1,4,3
69,0,4,3,17,33,0,1,2,0
26,1,2,11,22,36,0,0,17,0
11,1,0,3,14,58,0,1,1,0
44,0,5,3,18,50,0,0,5,3
44,1,3,9,11,61,1,0,15,0
66,1,0,3,8,25,1,1,14,0
57,0,2,3,21,39,0,0,4,0
60,1,3,5,8,12,1,1,12,0
12,0,4,6,12,10,1,1,7,3
55,1,4,5,17,42,1,1,3,0
15,0,4,4,15,59,0,0,3,0
60,0,0,5,11,44,0,0,6,0
27,1,1,9,8,6,1,1,3,3
31,1,2,5,17,47,1,0,2,0
56,1,5,6,11,58,1,1,4,0
37,1,2,10,8,14,1,1,19,3
19,0,4,9,19,21,1,1,14,3
30,1,4,5,10,26,0,0,0,3
26,0,4,9,20,33,1,1,0,0
57,0,5,3,22,51,0,0,4,3
54,1,2,10,11,11,0,1,3,3
46,1,4,10,10,43,0,0,11,0
62,0,4,10,20,24,0,0,16,0
64,1,3,7,10,5,1,0,7,0
47,0,3,10,20,49,1,1,15,2
58,0,4,5,9,9,1,0,6,3
54,0,1,2,8,21,0,1,17,3
35,1,0,5,11,4,0,0,0,0
69,0,4,9,10,62,0,1,0,0
12,1,5,4,16,57,1,0,3,0
53,1,0,5,12,10,1,0,15,3
45,1,1,7,8,17,1,0,4,0
50,1,5,6,20,56,0,1,5,3
21,0,1,7,14,44,0,0,7,0
45,1,2,8,14,67,1,1,1,0
37,1,2,7,12,0,1,1,2,3
50,1,2,8,18,52,0,0,0,0
41,0,4,1,19,5,0,0,15,0
37,1,0,1,13,59,0,0,13,0
12,0,2,4,14,61,1,0,3,0
14,1,4,3,18,25,0,0,17,0
13,1,3,0,15,69,0,0,7,2
56,0,0,9,20,67,1,0,0,0
24,0,5,11,13,24,0,1,8,0
68,1,0,5,17,45,0,0,1,1
52,0,2,11,15,68,0,1,7,2
36,0,3,2,10,24,0,1,11,0
17,1,3,5,13,40,0,0,17,0
20,1,3,1,15,7,1,1,12,3
18,0,3,3,14,13,1,0,3,2
20,0,4,11,19,53,1,0,13,0
63,0,2,10,22,10,0,0,13,3
61,0,1,11,12,36,0,1,14,0
50,0,3,8,11,18,1,0,3,0
62,0,5,10,10,44,0,0,7,0
26,0,2,11,10,43,0,0,0,0
52,0,3,3,20,15,0,0,1,3
69,1,5,5,18,26,0,0,13,3
31,0,2,0,11,16,0,1,15,0
69,1,1,5,15,21,0,0,3,3
62,1,0,10,10,22,1,1,1,0
51,1,3,2,15,4,1,1,5,0
33,0,5,2,20,31,1,0,3,3
16,1,0,3,16,43,1,0,3,0
29,1,1,4,16,5,1,0,17,0
42,1,4,0,20,54,0,1,1,0
68,0,4,9,19,17,0,0,13,0
62,1,1,7,8,57,1,0,0,0
60,1,3,0,21,12,0,0,15,0
70,0,5,0,8,48,0,1,8,1
51,1,0,9,17,8,0,0,6,0
66,1,4,3,22,5,0,1,16,0
58,1,2,10,15,59,1,1,0,0
52,1,4,2,10,3,1,0,20,0
53,0,4,0,17,51,1,1,9,3
28,1,0,10,10,28,0,0,15,3
21,0,0,8,11,14,1,1,11,3
29,1,5,4,19,9,0,0,10,3
56,0,0,7,16,17,1,1,1,0
63,0,2,9,8,42,1,1,20,0
39,0,4,1,9,46,0,1,7,2
62,0,5,9,10,56,0,0,16,3
12,1,3,9,16,46,1,0,0,2
22,0,5,0,17,8,1,0,0,0
57,0,4,11,17,52,1,1,20,0
16,1,3,4,22,63,0,0,20,0
17,0,2,11,18,47,1,0,10,0
27,1,5,0,20,59,0,1,10,0
15,1,4,7,16,51,0,0,6,3
61,0,1,2,18,34,1,0,4,0
31,0,0,10,13,54,1,1,15,0
65,0,3,3,15,21,0,0,0,3
50,0,1,11,20,33,1,1,3,0
10,0,4,8,20,50,0,0,3,3
11,1,1,9,8,24,0,1,9,0
41,0,3,11,12,51,1,1,20,3
63,0,0,3,14,13,1,1,19,2
14,0,0,2,9,10,1,0,1,3
60,0,2,1,9,32,0,1,19,0
20,0,1,6,10,44,1,1,7,0
40,0,3,7,16,41,1,1,0,3
16,0,2,4,12,6,1,0,13,3
37,1,5,8,11,16,0,0,14,0
60,1,0,7,19,28,1,1,14,3
33,1,0,8,17,18,1,0,18,0
31,1,0,6,8,9,1,0,2,3
45,0,1,8,16,65,1,0,9,3
58,1,2,11,19,62,0,1,0,0
34,0,5,2,12,62,1,1,3,0
39,1,4,6,18,49,1,0,3,2
43,1,0,0,10,15,0,0,1,3
36,0,2,2,14,59,0,0,0,0
21,1,2,6,15,35,1,0,12,0
29,0,0,2,11,10,1,0,14,3
37,1,3,4,10,68,1,0,6,2
43,1,3,3,20,45,1,0,15,1
45,1,3,6,14,35,1,0,13,0
35,1,5,1,11,65,0,1,2,3
44,1,2,0,17,67,0,1,5,0
18,0,3,9,8,28,1,0,6,3
46,1,1,1,13,44,0,0,20,0
50,1,0,7,10,58,0,1,20,0
63,0,4,8,17,12,1,1,8,0
32,1,2,10,14,4,0,1,12,0
25,0,4,10,22,18,0,1,18,0
46,0,0,9,22,30,0,0,4,2
15,1,4,4,21,10,1,0,7,3
64,0,1,4,9,4,1,1,12,0
12,1,5,8,17,0,0,1,20,3
35,1,0,9,13,21,1,1,3,3
29,0,0,5,13,18,0,0,19,0
28,0,3,5,8,27,0,0,20,0
34,1,4,9,14,16,1,0,6,0
27,1,5,7,21,54,1,1,2,0
13,1,1,5,10,28,0,1,7,3
22,1,0,11,10,39,1,1,5,0
60,0,1,6,12,18,1,0,17,0
38,1,1,11,9,4,1,0,0,0
63,0,5,9,21,24,1,0,10,0
40,1,1,3,16,68,1,1,5,2
37,1,3,8,21,8,1,1,14,0
33,1,4,5,21,22,1,0,3,0
50,1,0,4,17,59,0,0,19,0
20,0,5,8,22,20,1,1,16,3
70,0,3,5,13,60,0,0,10,0
11,1,2,7,9,51,0,0,9,3
57,0,3,3,15,16,0,0,7,0
17,1,2,9,20,34,1,1,6,0
53,1,3,4,20,38,1,1,4,2
58,0,1,0,14,53,0,0,9,0
21,1,5,7,8,20,1,0,1,3
59,1,1,4,16,67,0,1,8,0
12,1,4,1,15,19,0,1,0,3
25,0,4,7,16,17,0,1,14,0
36,1,3,9,13,19,1,0,9,3
29,1,1,1,15,60,0,1,1,0
67,0,1,9,14,21,1,1,11,3
10,0,3,1,16,48,0,0,13,1
70,1,5,1,12,68,1,1,17,2
11,0,5,4,18,56,1,1,7,3
17,0,5,8,8,52,0,0,9,0
67,0,4,8,21,48,1,0,20,1
61,1,4,4,10,56,1,0,13,3
10,0,1,3,19,42,0,1,13,0
66,0,1,11,8,28,1,1,2,3
24,1,4,5,17,65,0,1,11,3
36,0,3,5,19,18,1,0,3,0
50,0,1,7,12,40,0,1,3,0
52,0,5,11,22,9,0,0,1,3
30,1,4,7,18,16,0,0,9,0
69,1,4,0,21,47,0,0,3,0
44,1,0,4,11,49,1,0,5,2
70,1,2,0,15,62,1,1,0,0
33,1,2,4,13,65,1,0,8,3
29,1,1,1,12,29,1,1,9,3
56,0,3,0,20,9,0,0,3,3
50,1,2,6,17,25,1,0,20,0
46,1,0,8,11,22,1,0,6,0
52,0,5,1,17,21,0,1,15,3
67,1,1,10,22,35,0,1,19,0
12,1,0,6,18,36,0,0,13,0
12,1,2,10,9,4,1,1,1,0
26,1,4,4,11,12,1,1,1,0
38,0,0,5,16,0,0,0,17,3
23,0,4,8,16,44,1,1,3,0
49,0,2,0,19,40,0,1,0,0
33,1,2,7,13,51,1,1,8,3
49,0,0,7,12,52,0,0,18,0
54,1,2,2,20,62,1,0,19,0
67,1,0,9,22,0,0,1,4,3
40,1,2,6,11,23,1,0,13,3
47,0,4,7,11,60,0,1,11,0
11,0,1,5,18,3,0,1,17,0
55,0,0,11,10,69,0,1,1,2
33,1,5,9,9,67,0,0,17,0
27,0,5,1,18,39,0,1,1,0
59,1,3,8,21,32,1,1,10,0
46,0,4,2,17,57,0,0,5,0
46,0,3,1,17,39,1,1,6,0
64,1,3,2,12,44,1,0,9,0
20,1,5,2,10,58,0,1,8,0
52,1,1,8,21,6,0,0,6,3
27,0,0,3,16,1,1,1,7,3
16,1,0,8,9,68,0,0,9,2
14,1,3,8,22,42,1,0,13,0
24,0,2,3,16,40,1,0,18,0
37,0,0,3,8,38,0,1,18,2
57,0,3,6,16,6,1,0,9,3
24,1,1,10,16,11,0,0,16,3
22,1,1,7,21,66,0,0,13,0
62,0,2,10,20,32,0,0,20,0
42,0,4,9,19,44,1,0,4,0
32,1,0,9,18,12,0,1,17,0
13,0,5,0,14,49,0,1,20,2
44,1,0,10,17,8,0,1,2,0
21,0,4,1,8,12,1,0,7,0
16,1,1,10,17,46,0,1,1,2
11,1,4,3,15,35,0,1,17,0
48,0,0,7,10,26,0,0,13,3
48,0,1,6,17,56,0,0,20,3
